prefecture,year,population,capital,region,estimated_area,island
Kochi,1874,528728,Kochi,Shikoku,7105.16,Shikoku
Kochi,1875,531863,Kochi,Shikoku,7105.16,Shikoku
Kochi,1876,534070,Kochi,Shikoku,7105.16,Shikoku
Kochi,1877,1160235,Kochi,Shikoku,7105.16,Shikoku
Kochi,1878,1164723,Kochi,Shikoku,7105.16,Shikoku
Kochi,1879,1185764,Kochi,Shikoku,7105.16,Shikoku
Kochi,1880,1179247,Kochi,Shikoku,7105.16,Shikoku
Kochi,1881,550686,Kochi,Shikoku,7105.16,Shikoku
Kochi,1882,546642,Kochi,Shikoku,7105.16,Shikoku
Kochi,1883,549184,Kochi,Shikoku,7105.16,Shikoku
Kochi,1884,546977,Kochi,Shikoku,7105.16,Shikoku
Kochi,1885,548638,Kochi,Shikoku,7105.16,Shikoku
Kochi,1886,552513,Kochi,Shikoku,7105.16,Shikoku
Kochi,1886.9167,557776,Kochi,Shikoku,7105.16,Shikoku
Kochi,1887.9167,562066,Kochi,Shikoku,7105.16,Shikoku
Kochi,1888.9167,569874,Kochi,Shikoku,7105.16,Shikoku
Kochi,1889.9167,575852,Kochi,Shikoku,7105.16,Shikoku
Kochi,1890.9167,577937,Kochi,Shikoku,7105.16,Shikoku
Kochi,1891.9167,580330,Kochi,Shikoku,7105.16,Shikoku
Kochi,1892.9167,584569,Kochi,Shikoku,7105.16,Shikoku
Kochi,1893.9167,587428,Kochi,Shikoku,7105.16,Shikoku
Kochi,1894.9167,590875,Kochi,Shikoku,7105.16,Shikoku
Kochi,1895.9167,598011,Kochi,Shikoku,7105.16,Shikoku
Kochi,1896.9167,600865,Kochi,Shikoku,7105.16,Shikoku
Kochi,1897.9167,609005,Kochi,Shikoku,7105.16,Shikoku
Kochi,1898.9167,622950,Kochi,Shikoku,7105.16,Shikoku
Kochi,1903.9167,646008,Kochi,Shikoku,7105.16,Shikoku
Kochi,1908.9167,670910,Kochi,Shikoku,7105.16,Shikoku
Kochi,1913.9167,693548,Kochi,Shikoku,7105.16,Shikoku
Kochi,1918.9167,708710,Kochi,Shikoku,7105.16,Shikoku
Kochi,1920.75,670895,Kochi,Shikoku,7105.16,Shikoku
Kochi,1925.75,687478,Kochi,Shikoku,7105.16,Shikoku
Kochi,1930.75,718152,Kochi,Shikoku,7105.16,Shikoku
Kochi,1935.75,714980,Kochi,Shikoku,7105.16,Shikoku
Kochi,1940.75,709286,Kochi,Shikoku,7105.16,Shikoku
Kochi,1944.25,693053,Kochi,Shikoku,7105.16,Shikoku
Kochi,1945.8333,775578,Kochi,Shikoku,7105.16,Shikoku
Kochi,1946.3333,797876,Kochi,Shikoku,7105.16,Shikoku
Kochi,1947.75,848337,Kochi,Shikoku,7105.16,Shikoku
Kochi,1948.5833,866385,Kochi,Shikoku,7105.16,Shikoku
Kochi,1950.75,873874,Kochi,Shikoku,7105.16,Shikoku
Kochi,1955.75,882683,Kochi,Shikoku,7105.16,Shikoku
Kochi,1960.75,854595,Kochi,Shikoku,7105.16,Shikoku
Kochi,1965.75,812714,Kochi,Shikoku,7105.16,Shikoku
Kochi,1970.75,786882,Kochi,Shikoku,7105.16,Shikoku
Kochi,1975.75,808397,Kochi,Shikoku,7105.16,Shikoku
Kochi,1980.75,831275,Kochi,Shikoku,7105.16,Shikoku
Kochi,1985.75,839784,Kochi,Shikoku,7105.16,Shikoku
Kochi,1990.75,825034,Kochi,Shikoku,7105.16,Shikoku
Kochi,1995.75,816704,Kochi,Shikoku,7105.16,Shikoku
Kochi,2000.75,813949,Kochi,Shikoku,7105.16,Shikoku
Kochi,2005.75,796292,Kochi,Shikoku,7105.16,Shikoku
Kochi,2010.75,764456,Kochi,Shikoku,7105.16,Shikoku
Kochi,2015.75,728461,Kochi,Shikoku,7105.16,Shikoku
Kumamoto,1872.1667,NA,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1873,NA,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1874,NA,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1875,NA,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1876,NA,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1877,980642,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1878,980976,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1879,981341,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1880,986695,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1881,995673,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1882,993373,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1883,997830,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1884,1001011,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1885,1000911,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1886,1003777,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1886.9167,1020460,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1887.9167,1030261,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1888.9167,1042281,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1889.9167,1052478,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1890.9167,1057646,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1891.9167,1064885,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1892.9167,1075301,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1893.9167,1084165,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1894.9167,1097299,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1895.9167,1105932,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1896.9167,1108802,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1897.9167,1122068,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1898.9167,1156270,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1903.9167,1198486,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1908.9167,1236361,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1913.9167,1303405,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1918.9167,1311325,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1920.75,1233233,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1925.75,1296086,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1930.75,1353993,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1935.75,1387054,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1940.75,1368179,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1944.25,1371005,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1945.8333,1556490,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1946.3333,1631976,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1947.75,1765726,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1948.5833,1786058,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1950.75,1827582,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1955.75,1895663,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1960.75,1856192,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1965.75,1770736,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1970.75,1700229,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1975.75,1715273,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1980.75,1790327,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1985.75,1837747,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1990.75,1840326,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,1995.75,1859793,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,2000.75,1859344,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,2005.75,1842233,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,2010.75,1817426,Kumamoto,Kyushu,7404.79,Kyushu
Kumamoto,2015.75,1786969,Kumamoto,Kyushu,7404.79,Kyushu
Kyoto,1872.1667,810240,Kyoto,Kansai,4613.21,Honshu
Kyoto,1873,812674,Kyoto,Kansai,4613.21,Honshu
Kyoto,1874,817466,Kyoto,Kansai,4613.21,Honshu
Kyoto,1875,820745,Kyoto,Kansai,4613.21,Honshu
Kyoto,1876,832998,Kyoto,Kansai,4613.21,Honshu
Kyoto,1877,792042,Kyoto,Kansai,4613.21,Honshu
Kyoto,1878,798911,Kyoto,Kansai,4613.21,Honshu
Kyoto,1879,814273,Kyoto,Kansai,4613.21,Honshu
Kyoto,1880,822112,Kyoto,Kansai,4613.21,Honshu
Kyoto,1881,831012,Kyoto,Kansai,4613.21,Honshu
Kyoto,1882,835227,Kyoto,Kansai,4613.21,Honshu
Kyoto,1883,840951,Kyoto,Kansai,4613.21,Honshu
Kyoto,1884,851246,Kyoto,Kansai,4613.21,Honshu
Kyoto,1885,853058,Kyoto,Kansai,4613.21,Honshu
Kyoto,1886,848761,Kyoto,Kansai,4613.21,Honshu
Kyoto,1886.9167,849362,Kyoto,Kansai,4613.21,Honshu
Kyoto,1887.9167,866743,Kyoto,Kansai,4613.21,Honshu
Kyoto,1888.9167,875084,Kyoto,Kansai,4613.21,Honshu
Kyoto,1889.9167,887031,Kyoto,Kansai,4613.21,Honshu
Kyoto,1890.9167,894928,Kyoto,Kansai,4613.21,Honshu
Kyoto,1891.9167,903189,Kyoto,Kansai,4613.21,Honshu
Kyoto,1892.9167,914700,Kyoto,Kansai,4613.21,Honshu
Kyoto,1893.9167,924093,Kyoto,Kansai,4613.21,Honshu
Kyoto,1894.9167,937383,Kyoto,Kansai,4613.21,Honshu
Kyoto,1895.9167,951825,Kyoto,Kansai,4613.21,Honshu
Kyoto,1896.9167,957775,Kyoto,Kansai,4613.21,Honshu
Kyoto,1897.9167,957260,Kyoto,Kansai,4613.21,Honshu
Kyoto,1898.9167,997488,Kyoto,Kansai,4613.21,Honshu
Kyoto,1903.9167,1055119,Kyoto,Kansai,4613.21,Honshu
Kyoto,1908.9167,1155671,Kyoto,Kansai,4613.21,Honshu
Kyoto,1913.9167,1288213,Kyoto,Kansai,4613.21,Honshu
Kyoto,1918.9167,1383890,Kyoto,Kansai,4613.21,Honshu
Kyoto,1920.75,1287147,Kyoto,Kansai,4613.21,Honshu
Kyoto,1925.75,1406382,Kyoto,Kansai,4613.21,Honshu
Kyoto,1930.75,1552832,Kyoto,Kansai,4613.21,Honshu
Kyoto,1935.75,1702508,Kyoto,Kansai,4613.21,Honshu
Kyoto,1940.75,1729993,Kyoto,Kansai,4613.21,Honshu
Kyoto,1944.25,1635528,Kyoto,Kansai,4613.21,Honshu
Kyoto,1945.8333,1603796,Kyoto,Kansai,4613.21,Honshu
Kyoto,1946.3333,1621998,Kyoto,Kansai,4613.21,Honshu
Kyoto,1947.75,1739084,Kyoto,Kansai,4613.21,Honshu
Kyoto,1948.5833,1784753,Kyoto,Kansai,4613.21,Honshu
Kyoto,1950.75,1832934,Kyoto,Kansai,4613.21,Honshu
Kyoto,1955.75,1935161,Kyoto,Kansai,4613.21,Honshu
Kyoto,1960.75,1993403,Kyoto,Kansai,4613.21,Honshu
Kyoto,1965.75,2102808,Kyoto,Kansai,4613.21,Honshu
Kyoto,1970.75,2250087,Kyoto,Kansai,4613.21,Honshu
Kyoto,1975.75,2424856,Kyoto,Kansai,4613.21,Honshu
Kyoto,1980.75,2527330,Kyoto,Kansai,4613.21,Honshu
Kyoto,1985.75,2586574,Kyoto,Kansai,4613.21,Honshu
Kyoto,1990.75,2602460,Kyoto,Kansai,4613.21,Honshu
Kyoto,1995.75,2629592,Kyoto,Kansai,4613.21,Honshu
Kyoto,2000.75,2644391,Kyoto,Kansai,4613.21,Honshu
Kyoto,2005.75,2647660,Kyoto,Kansai,4613.21,Honshu
Kyoto,2010.75,2636092,Kyoto,Kansai,4613.21,Honshu
Kyoto,2015.75,2610140,Kyoto,Kansai,4613.21,Honshu
Mie,1872.1667,777597,Tsu,Kansai,5777.31,Honshu
Mie,1873,783633,Tsu,Kansai,5777.31,Honshu
Mie,1874,781002,Tsu,Kansai,5777.31,Honshu
Mie,1875,797310,Tsu,Kansai,5777.31,Honshu
Mie,1876,810461,Tsu,Kansai,5777.31,Honshu
Mie,1877,818877,Tsu,Kansai,5777.31,Honshu
Mie,1878,830415,Tsu,Kansai,5777.31,Honshu
Mie,1879,835087,Tsu,Kansai,5777.31,Honshu
Mie,1880,842269,Tsu,Kansai,5777.31,Honshu
Mie,1881,850791,Tsu,Kansai,5777.31,Honshu
Mie,1882,857887,Tsu,Kansai,5777.31,Honshu
Mie,1883,870137,Tsu,Kansai,5777.31,Honshu
Mie,1884,877666,Tsu,Kansai,5777.31,Honshu
Mie,1885,879353,Tsu,Kansai,5777.31,Honshu
Mie,1886,883462,Tsu,Kansai,5777.31,Honshu
Mie,1886.9167,892654,Tsu,Kansai,5777.31,Honshu
Mie,1887.9167,901698,Tsu,Kansai,5777.31,Honshu
Mie,1888.9167,909702,Tsu,Kansai,5777.31,Honshu
Mie,1889.9167,918369,Tsu,Kansai,5777.31,Honshu
Mie,1890.9167,926376,Tsu,Kansai,5777.31,Honshu
Mie,1891.9167,931687,Tsu,Kansai,5777.31,Honshu
Mie,1892.9167,936465,Tsu,Kansai,5777.31,Honshu
Mie,1893.9167,943376,Tsu,Kansai,5777.31,Honshu
Mie,1894.9167,950038,Tsu,Kansai,5777.31,Honshu
Mie,1895.9167,960773,Tsu,Kansai,5777.31,Honshu
Mie,1896.9167,963668,Tsu,Kansai,5777.31,Honshu
Mie,1897.9167,967406,Tsu,Kansai,5777.31,Honshu
Mie,1898.9167,996646,Tsu,Kansai,5777.31,Honshu
Mie,1903.9167,1044323,Tsu,Kansai,5777.31,Honshu
Mie,1908.9167,1077295,Tsu,Kansai,5777.31,Honshu
Mie,1913.9167,1101573,Tsu,Kansai,5777.31,Honshu
Mie,1918.9167,1114891,Tsu,Kansai,5777.31,Honshu
Mie,1920.75,1069270,Tsu,Kansai,5777.31,Honshu
Mie,1925.75,1107692,Tsu,Kansai,5777.31,Honshu
Mie,1930.75,1157407,Tsu,Kansai,5777.31,Honshu
Mie,1935.75,1174595,Tsu,Kansai,5777.31,Honshu
Mie,1940.75,1198783,Tsu,Kansai,5777.31,Honshu
Mie,1944.25,1209266,Tsu,Kansai,5777.31,Honshu
Mie,1945.8333,1394286,Tsu,Kansai,5777.31,Honshu
Mie,1946.3333,1371858,Tsu,Kansai,5777.31,Honshu
Mie,1947.75,1416494,Tsu,Kansai,5777.31,Honshu
Mie,1948.5833,1451100,Tsu,Kansai,5777.31,Honshu
Mie,1950.75,1461197,Tsu,Kansai,5777.31,Honshu
Mie,1955.75,1485582,Tsu,Kansai,5777.31,Honshu
Mie,1960.75,1485054,Tsu,Kansai,5777.31,Honshu
Mie,1965.75,1514467,Tsu,Kansai,5777.31,Honshu
Mie,1970.75,1543083,Tsu,Kansai,5777.31,Honshu
Mie,1975.75,1626002,Tsu,Kansai,5777.31,Honshu
Mie,1980.75,1686936,Tsu,Kansai,5777.31,Honshu
Mie,1985.75,1747311,Tsu,Kansai,5777.31,Honshu
Mie,1990.75,1792514,Tsu,Kansai,5777.31,Honshu
Mie,1995.75,1841358,Tsu,Kansai,5777.31,Honshu
Mie,2000.75,1857339,Tsu,Kansai,5777.31,Honshu
Mie,2005.75,1866963,Tsu,Kansai,5777.31,Honshu
Mie,2010.75,1854724,Tsu,Kansai,5777.31,Honshu
Mie,2015.75,1815827,Tsu,Kansai,5777.31,Honshu
Miyagi,1872.1667,404577,Sendai,Tohoku,7285.77,Honshu
Miyagi,1873,408088,Sendai,Tohoku,7285.77,Honshu
Miyagi,1874,410437,Sendai,Tohoku,7285.77,Honshu
Miyagi,1875,419135,Sendai,Tohoku,7285.77,Honshu
Miyagi,1876,421960,Sendai,Tohoku,7285.77,Honshu
Miyagi,1877,591524,Sendai,Tohoku,7285.77,Honshu
Miyagi,1878,594684,Sendai,Tohoku,7285.77,Honshu
Miyagi,1879,616881,Sendai,Tohoku,7285.77,Honshu
Miyagi,1880,619120,Sendai,Tohoku,7285.77,Honshu
Miyagi,1881,625332,Sendai,Tohoku,7285.77,Honshu
Miyagi,1882,629286,Sendai,Tohoku,7285.77,Honshu
Miyagi,1883,694338,Sendai,Tohoku,7285.77,Honshu
Miyagi,1884,644417,Sendai,Tohoku,7285.77,Honshu
Miyagi,1885,651401,Sendai,Tohoku,7285.77,Honshu
Miyagi,1886,665345,Sendai,Tohoku,7285.77,Honshu
Miyagi,1886.9167,688124,Sendai,Tohoku,7285.77,Honshu
Miyagi,1887.9167,720075,Sendai,Tohoku,7285.77,Honshu
Miyagi,1888.9167,736628,Sendai,Tohoku,7285.77,Honshu
Miyagi,1889.9167,760291,Sendai,Tohoku,7285.77,Honshu
Miyagi,1890.9167,751830,Sendai,Tohoku,7285.77,Honshu
Miyagi,1891.9167,758013,Sendai,Tohoku,7285.77,Honshu
Miyagi,1892.9167,776378,Sendai,Tohoku,7285.77,Honshu
Miyagi,1893.9167,790079,Sendai,Tohoku,7285.77,Honshu
Miyagi,1894.9167,802927,Sendai,Tohoku,7285.77,Honshu
Miyagi,1895.9167,817805,Sendai,Tohoku,7285.77,Honshu
Miyagi,1896.9167,821257,Sendai,Tohoku,7285.77,Honshu
Miyagi,1897.9167,833113,Sendai,Tohoku,7285.77,Honshu
Miyagi,1898.9167,851210,Sendai,Tohoku,7285.77,Honshu
Miyagi,1903.9167,905883,Sendai,Tohoku,7285.77,Honshu
Miyagi,1908.9167,893365,Sendai,Tohoku,7285.77,Honshu
Miyagi,1913.9167,927337,Sendai,Tohoku,7285.77,Honshu
Miyagi,1918.9167,954571,Sendai,Tohoku,7285.77,Honshu
Miyagi,1920.75,961768,Sendai,Tohoku,7285.77,Honshu
Miyagi,1925.75,1044036,Sendai,Tohoku,7285.77,Honshu
Miyagi,1930.75,1142784,Sendai,Tohoku,7285.77,Honshu
Miyagi,1935.75,1234801,Sendai,Tohoku,7285.77,Honshu
Miyagi,1940.75,1271238,Sendai,Tohoku,7285.77,Honshu
Miyagi,1944.25,1275862,Sendai,Tohoku,7285.77,Honshu
Miyagi,1945.8333,1462254,Sendai,Tohoku,7285.77,Honshu
Miyagi,1946.3333,1462100,Sendai,Tohoku,7285.77,Honshu
Miyagi,1947.75,1566831,Sendai,Tohoku,7285.77,Honshu
Miyagi,1948.5833,1596307,Sendai,Tohoku,7285.77,Honshu
Miyagi,1950.75,1663442,Sendai,Tohoku,7285.77,Honshu
Miyagi,1955.75,1727065,Sendai,Tohoku,7285.77,Honshu
Miyagi,1960.75,1743195,Sendai,Tohoku,7285.77,Honshu
Miyagi,1965.75,1753126,Sendai,Tohoku,7285.77,Honshu
Miyagi,1970.75,1819223,Sendai,Tohoku,7285.77,Honshu
Miyagi,1975.75,1955267,Sendai,Tohoku,7285.77,Honshu
Miyagi,1980.75,2082320,Sendai,Tohoku,7285.77,Honshu
Miyagi,1985.75,2176295,Sendai,Tohoku,7285.77,Honshu
Miyagi,1990.75,2248558,Sendai,Tohoku,7285.77,Honshu
Miyagi,1995.75,2328739,Sendai,Tohoku,7285.77,Honshu
Miyagi,2000.75,2365320,Sendai,Tohoku,7285.77,Honshu
Miyagi,2005.75,2360218,Sendai,Tohoku,7285.77,Honshu
Miyagi,2010.75,2348165,Sendai,Tohoku,7285.77,Honshu
Miyagi,2015.75,2334215,Sendai,Tohoku,7285.77,Honshu
Miyazaki,1872.1667,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1873,382564,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1874,388083,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1875,384071,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1876,388508,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1877,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1878,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1879,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1880,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1881,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1882,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1883,NA,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1884,381879,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1885,383769,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1886,386299,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1886.9167,394261,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1887.9167,403810,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1888.9167,407827,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1889.9167,412729,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1890.9167,416824,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1891.9167,424033,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1892.9167,431693,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1893.9167,436067,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1894.9167,439273,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1895.9167,447126,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1896.9167,450416,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1897.9167,455535,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1898.9167,464510,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1903.9167,501926,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1908.9167,542088,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1913.9167,597472,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1918.9167,651151,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1920.75,651097,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1925.75,691094,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1930.75,760467,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1935.75,824431,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1940.75,840357,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1944.25,839556,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1945.8333,913687,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1946.3333,957856,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1947.75,1025689,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1948.5833,1052483,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1950.75,1091427,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1955.75,1139384,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1960.75,1134590,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1965.75,1080692,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1970.75,1051105,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1975.75,1085055,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1980.75,1151587,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1985.75,1175543,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1990.75,1168907,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,1995.75,1175819,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,2000.75,1170007,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,2005.75,1153042,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,2010.75,1135233,Miyazaki,Kyushu,7735.99,Kyushu
Miyazaki,2015.75,1104377,Miyazaki,Kyushu,7735.99,Kyushu
Nagano,1872.1667,1233095,Nagano,Chubu,13562.23,Honshu
Nagano,1873,1239365,Nagano,Chubu,13562.23,Honshu
Nagano,1874,1246892,Nagano,Chubu,13562.23,Honshu
Nagano,1875,1263045,Nagano,Chubu,13562.23,Honshu
Nagano,1876,1276118,Nagano,Chubu,13562.23,Honshu
Nagano,1877,965677,Nagano,Chubu,13562.23,Honshu
Nagano,1878,973959,Nagano,Chubu,13562.23,Honshu
Nagano,1879,986077,Nagano,Chubu,13562.23,Honshu
Nagano,1880,1000414,Nagano,Chubu,13562.23,Honshu
Nagano,1881,1012142,Nagano,Chubu,13562.23,Honshu
Nagano,1882,1022408,Nagano,Chubu,13562.23,Honshu
Nagano,1883,1033969,Nagano,Chubu,13562.23,Honshu
Nagano,1884,1043341,Nagano,Chubu,13562.23,Honshu
Nagano,1885,1048065,Nagano,Chubu,13562.23,Honshu
Nagano,1886,1057494,Nagano,Chubu,13562.23,Honshu
Nagano,1886.9167,1074069,Nagano,Chubu,13562.23,Honshu
Nagano,1887.9167,1095998,Nagano,Chubu,13562.23,Honshu
Nagano,1888.9167,1111946,Nagano,Chubu,13562.23,Honshu
Nagano,1889.9167,1128690,Nagano,Chubu,13562.23,Honshu
Nagano,1890.9167,1146071,Nagano,Chubu,13562.23,Honshu
Nagano,1891.9167,1158936,Nagano,Chubu,13562.23,Honshu
Nagano,1892.9167,1171819,Nagano,Chubu,13562.23,Honshu
Nagano,1893.9167,1179234,Nagano,Chubu,13562.23,Honshu
Nagano,1894.9167,1189936,Nagano,Chubu,13562.23,Honshu
Nagano,1895.9167,1210435,Nagano,Chubu,13562.23,Honshu
Nagano,1896.9167,1221113,Nagano,Chubu,13562.23,Honshu
Nagano,1897.9167,1231859,Nagano,Chubu,13562.23,Honshu
Nagano,1898.9167,1264918,Nagano,Chubu,13562.23,Honshu
Nagano,1903.9167,1348556,Nagano,Chubu,13562.23,Honshu
Nagano,1908.9167,1402072,Nagano,Chubu,13562.23,Honshu
Nagano,1913.9167,1484205,Nagano,Chubu,13562.23,Honshu
Nagano,1918.9167,1564354,Nagano,Chubu,13562.23,Honshu
Nagano,1920.75,1562722,Nagano,Chubu,13562.23,Honshu
Nagano,1925.75,1629217,Nagano,Chubu,13562.23,Honshu
Nagano,1930.75,1717118,Nagano,Chubu,13562.23,Honshu
Nagano,1935.75,1714000,Nagano,Chubu,13562.23,Honshu
Nagano,1940.75,1710729,Nagano,Chubu,13562.23,Honshu
Nagano,1944.25,1650511,Nagano,Chubu,13562.23,Honshu
Nagano,1945.8333,2121050,Nagano,Chubu,13562.23,Honshu
Nagano,1946.3333,2028648,Nagano,Chubu,13562.23,Honshu
Nagano,1947.75,2060010,Nagano,Chubu,13562.23,Honshu
Nagano,1948.5833,2079682,Nagano,Chubu,13562.23,Honshu
Nagano,1950.75,2060831,Nagano,Chubu,13562.23,Honshu
Nagano,1955.75,2021292,Nagano,Chubu,13562.23,Honshu
Nagano,1960.75,1981433,Nagano,Chubu,13562.23,Honshu
Nagano,1965.75,1958007,Nagano,Chubu,13562.23,Honshu
Nagano,1970.75,1956917,Nagano,Chubu,13562.23,Honshu
Nagano,1975.75,2017564,Nagano,Chubu,13562.23,Honshu
Nagano,1980.75,2083934,Nagano,Chubu,13562.23,Honshu
Nagano,1985.75,2136927,Nagano,Chubu,13562.23,Honshu
Nagano,1990.75,2156627,Nagano,Chubu,13562.23,Honshu
Nagano,1995.75,2193984,Nagano,Chubu,13562.23,Honshu
Nagano,2000.75,2215168,Nagano,Chubu,13562.23,Honshu
Nagano,2005.75,2196114,Nagano,Chubu,13562.23,Honshu
Nagano,2010.75,2152449,Nagano,Chubu,13562.23,Honshu
Nagano,2015.75,2099759,Nagano,Chubu,13562.23,Honshu
