prefecture,year,population,capital,region,estimated_area,island
Hyogo,1883,1433355,Kobe,Kansai,8396.16,Honshu
Hyogo,1884,1448199,Kobe,Kansai,8396.16,Honshu
Hyogo,1885,1458647,Kobe,Kansai,8396.16,Honshu
Hyogo,1886,1466102,Kobe,Kansai,8396.16,Honshu
Hyogo,1886.9167,1480685,Kobe,Kansai,8396.16,Honshu
Hyogo,1887.9167,1499704,Kobe,Kansai,8396.16,Honshu
Hyogo,1888.9167,1521817,Kobe,Kansai,8396.16,Honshu
Hyogo,1889.9167,1541731,Kobe,Kansai,8396.16,Honshu
Hyogo,1890.9167,1551367,Kobe,Kansai,8396.16,Honshu
Hyogo,1891.9167,1562323,Kobe,Kansai,8396.16,Honshu
Hyogo,1892.9167,1576970,Kobe,Kansai,8396.16,Honshu
Hyogo,1893.9167,1581525,Kobe,Kansai,8396.16,Honshu
Hyogo,1894.9167,1595428,Kobe,Kansai,8396.16,Honshu
Hyogo,1895.9167,1610829,Kobe,Kansai,8396.16,Honshu
Hyogo,1896.9167,1631241,Kobe,Kansai,8396.16,Honshu
Hyogo,1897.9167,1652366,Kobe,Kansai,8396.16,Honshu
Hyogo,1898.9167,1717634,Kobe,Kansai,8396.16,Honshu
Hyogo,1903.9167,1833957,Kobe,Kansai,8396.16,Honshu
Hyogo,1908.9167,1982983,Kobe,Kansai,8396.16,Honshu
Hyogo,1913.9167,2143791,Kobe,Kansai,8396.16,Honshu
Hyogo,1918.9167,2321053,Kobe,Kansai,8396.16,Honshu
Hyogo,1920.75,2301799,Kobe,Kansai,8396.16,Honshu
Hyogo,1925.75,2454679,Kobe,Kansai,8396.16,Honshu
Hyogo,1930.75,2646301,Kobe,Kansai,8396.16,Honshu
Hyogo,1935.75,2923249,Kobe,Kansai,8396.16,Honshu
Hyogo,1940.75,3221232,Kobe,Kansai,8396.16,Honshu
Hyogo,1944.25,3224376,Kobe,Kansai,8396.16,Honshu
Hyogo,1945.8333,2821892,Kobe,Kansai,8396.16,Honshu
Hyogo,1946.3333,2826192,Kobe,Kansai,8396.16,Honshu
Hyogo,1947.75,3057444,Kobe,Kansai,8396.16,Honshu
Hyogo,1948.5833,3156888,Kobe,Kansai,8396.16,Honshu
Hyogo,1950.75,3309935,Kobe,Kansai,8396.16,Honshu
Hyogo,1955.75,3620947,Kobe,Kansai,8396.16,Honshu
Hyogo,1960.75,3906487,Kobe,Kansai,8396.16,Honshu
Hyogo,1965.75,4309944,Kobe,Kansai,8396.16,Honshu
Hyogo,1970.75,4667928,Kobe,Kansai,8396.16,Honshu
Hyogo,1975.75,4992140,Kobe,Kansai,8396.16,Honshu
Hyogo,1980.75,5144892,Kobe,Kansai,8396.16,Honshu
Hyogo,1985.75,5278050,Kobe,Kansai,8396.16,Honshu
Hyogo,1990.75,5405040,Kobe,Kansai,8396.16,Honshu
Hyogo,1995.75,5401877,Kobe,Kansai,8396.16,Honshu
Hyogo,2000.75,5550574,Kobe,Kansai,8396.16,Honshu
Hyogo,2005.75,5590601,Kobe,Kansai,8396.16,Honshu
Hyogo,2010.75,5588133,Kobe,Kansai,8396.16,Honshu
Hyogo,2015.75,5536989,Kobe,Kansai,8396.16,Honshu
Ibaraki,1872.1667,837014,Mito,Kanto,6095.72,Honshu
Ibaraki,1873,842730,Mito,Kanto,6095.72,Honshu
Ibaraki,1874,854112,Mito,Kanto,6095.72,Honshu
Ibaraki,1875,863388,Mito,Kanto,6095.72,Honshu
Ibaraki,1876,1243958,Mito,Kanto,6095.72,Honshu
Ibaraki,1877,867701,Mito,Kanto,6095.72,Honshu
Ibaraki,1878,875491,Mito,Kanto,6095.72,Honshu
Ibaraki,1879,887957,Mito,Kanto,6095.72,Honshu
Ibaraki,1880,894376,Mito,Kanto,6095.72,Honshu
Ibaraki,1881,906073,Mito,Kanto,6095.72,Honshu
Ibaraki,1882,916739,Mito,Kanto,6095.72,Honshu
Ibaraki,1883,920876,Mito,Kanto,6095.72,Honshu
Ibaraki,1884,929747,Mito,Kanto,6095.72,Honshu
Ibaraki,1885,938377,Mito,Kanto,6095.72,Honshu
Ibaraki,1886,948161,Mito,Kanto,6095.72,Honshu
Ibaraki,1886.9167,967480,Mito,Kanto,6095.72,Honshu
Ibaraki,1887.9167,980803,Mito,Kanto,6095.72,Honshu
Ibaraki,1888.9167,998976,Mito,Kanto,6095.72,Honshu
Ibaraki,1889.9167,1014354,Mito,Kanto,6095.72,Honshu
Ibaraki,1890.9167,1025497,Mito,Kanto,6095.72,Honshu
Ibaraki,1891.9167,1034620,Mito,Kanto,6095.72,Honshu
Ibaraki,1892.9167,1046682,Mito,Kanto,6095.72,Honshu
Ibaraki,1893.9167,1058369,Mito,Kanto,6095.72,Honshu
Ibaraki,1894.9167,1069316,Mito,Kanto,6095.72,Honshu
Ibaraki,1895.9167,1085445,Mito,Kanto,6095.72,Honshu
Ibaraki,1896.9167,1101540,Mito,Kanto,6095.72,Honshu
Ibaraki,1897.9167,1115269,Mito,Kanto,6095.72,Honshu
Ibaraki,1898.9167,1149594,Mito,Kanto,6095.72,Honshu
Ibaraki,1903.9167,1200475,Mito,Kanto,6095.72,Honshu
Ibaraki,1908.9167,1259995,Mito,Kanto,6095.72,Honshu
Ibaraki,1913.9167,1328329,Mito,Kanto,6095.72,Honshu
Ibaraki,1918.9167,1407735,Mito,Kanto,6095.72,Honshu
Ibaraki,1920.75,1350400,Mito,Kanto,6095.72,Honshu
Ibaraki,1925.75,1409092,Mito,Kanto,6095.72,Honshu
Ibaraki,1930.75,1487097,Mito,Kanto,6095.72,Honshu
Ibaraki,1935.75,1548991,Mito,Kanto,6095.72,Honshu
Ibaraki,1940.75,1620000,Mito,Kanto,6095.72,Honshu
Ibaraki,1944.25,1656678,Mito,Kanto,6095.72,Honshu
Ibaraki,1945.8333,1944344,Mito,Kanto,6095.72,Honshu
Ibaraki,1946.3333,1940833,Mito,Kanto,6095.72,Honshu
Ibaraki,1947.75,2013735,Mito,Kanto,6095.72,Honshu
Ibaraki,1948.5833,2044578,Mito,Kanto,6095.72,Honshu
Ibaraki,1950.75,2039418,Mito,Kanto,6095.72,Honshu
Ibaraki,1955.75,2064037,Mito,Kanto,6095.72,Honshu
Ibaraki,1960.75,2047024,Mito,Kanto,6095.72,Honshu
Ibaraki,1965.75,2056154,Mito,Kanto,6095.72,Honshu
Ibaraki,1970.75,2143551,Mito,Kanto,6095.72,Honshu
Ibaraki,1975.75,2342198,Mito,Kanto,6095.72,Honshu
Ibaraki,1980.75,2558007,Mito,Kanto,6095.72,Honshu
Ibaraki,1985.75,2725005,Mito,Kanto,6095.72,Honshu
Ibaraki,1990.75,2845382,Mito,Kanto,6095.72,Honshu
Ibaraki,1995.75,2955530,Mito,Kanto,6095.72,Honshu
Ibaraki,2000.75,2985676,Mito,Kanto,6095.72,Honshu
Ibaraki,2005.75,2975167,Mito,Kanto,6095.72,Honshu
Ibaraki,2010.75,2969770,Mito,Kanto,6095.72,Honshu
Ibaraki,2015.75,2917857,Mito,Kanto,6095.72,Honshu
Ishikawa,1872.1667,800868,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1873,669647,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1874,686249,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1875,691735,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1876,696429,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1877,1806509,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1878,1825507,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1879,1852811,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1880,1833778,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1881,1856402,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1882,1412802,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1883,1428073,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1884,735478,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1885,740362,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1886,739141,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1886.9167,728974,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1887.9167,737224,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1888.9167,745110,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1889.9167,751605,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1890.9167,753337,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1891.9167,753445,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1892.9167,753886,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1893.9167,753871,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1894.9167,752202,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1895.9167,754120,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1896.9167,755734,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1897.9167,749775,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1898.9167,751320,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1903.9167,768155,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1908.9167,780150,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1913.9167,805266,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1918.9167,802835,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1920.75,747360,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1925.75,750854,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1930.75,756835,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1935.75,768416,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1940.75,757676,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1944.25,743672,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1945.8333,887510,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1946.3333,877197,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1947.75,927743,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1948.5833,941772,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1950.75,957279,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1955.75,966187,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1960.75,973418,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1965.75,980499,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1970.75,1002420,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1975.75,1069872,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1980.75,1119304,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1985.75,1152325,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1990.75,1164628,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,1995.75,1180068,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,2000.75,1180977,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,2005.75,1174026,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,2010.75,1169788,Kanazawa,Chubu,4185.67,Honshu
Ishikawa,2015.75,1154343,Kanazawa,Chubu,4185.67,Honshu
Iwate,1872.1667,692048,Morioka,Tohoku,15278.89,Honshu
Iwate,1873,696810,Morioka,Tohoku,15278.89,Honshu
Iwate,1874,701041,Morioka,Tohoku,15278.89,Honshu
Iwate,1875,703843,Morioka,Tohoku,15278.89,Honshu
Iwate,1876,327924,Morioka,Tohoku,15278.89,Honshu
Iwate,1877,578297,Morioka,Tohoku,15278.89,Honshu
Iwate,1878,579249,Morioka,Tohoku,15278.89,Honshu
Iwate,1879,592294,Morioka,Tohoku,15278.89,Honshu
Iwate,1880,591881,Morioka,Tohoku,15278.89,Honshu
Iwate,1881,598132,Morioka,Tohoku,15278.89,Honshu
Iwate,1882,605538,Morioka,Tohoku,15278.89,Honshu
Iwate,1883,611735,Morioka,Tohoku,15278.89,Honshu
Iwate,1884,615616,Morioka,Tohoku,15278.89,Honshu
Iwate,1885,622426,Morioka,Tohoku,15278.89,Honshu
Iwate,1886,628591,Morioka,Tohoku,15278.89,Honshu
Iwate,1886.9167,641395,Morioka,Tohoku,15278.89,Honshu
Iwate,1887.9167,651989,Morioka,Tohoku,15278.89,Honshu
Iwate,1888.9167,656047,Morioka,Tohoku,15278.89,Honshu
Iwate,1889.9167,667115,Morioka,Tohoku,15278.89,Honshu
Iwate,1890.9167,671956,Morioka,Tohoku,15278.89,Honshu
Iwate,1891.9167,676665,Morioka,Tohoku,15278.89,Honshu
Iwate,1892.9167,682996,Morioka,Tohoku,15278.89,Honshu
Iwate,1893.9167,690456,Morioka,Tohoku,15278.89,Honshu
Iwate,1894.9167,693730,Morioka,Tohoku,15278.89,Honshu
Iwate,1895.9167,702915,Morioka,Tohoku,15278.89,Honshu
Iwate,1896.9167,694867,Morioka,Tohoku,15278.89,Honshu
Iwate,1897.9167,702750,Morioka,Tohoku,15278.89,Honshu
Iwate,1898.9167,718737,Morioka,Tohoku,15278.89,Honshu
Iwate,1903.9167,748752,Morioka,Tohoku,15278.89,Honshu
Iwate,1908.9167,776714,Morioka,Tohoku,15278.89,Honshu
Iwate,1913.9167,835415,Morioka,Tohoku,15278.89,Honshu
Iwate,1918.9167,869652,Morioka,Tohoku,15278.89,Honshu
Iwate,1920.75,845540,Morioka,Tohoku,15278.89,Honshu
Iwate,1925.75,900984,Morioka,Tohoku,15278.89,Honshu
Iwate,1930.75,975771,Morioka,Tohoku,15278.89,Honshu
Iwate,1935.75,1046111,Morioka,Tohoku,15278.89,Honshu
Iwate,1940.75,1095793,Morioka,Tohoku,15278.89,Honshu
Iwate,1944.25,1104049,Morioka,Tohoku,15278.89,Honshu
Iwate,1945.8333,1227789,Morioka,Tohoku,15278.89,Honshu
Iwate,1946.3333,1217154,Morioka,Tohoku,15278.89,Honshu
Iwate,1947.75,1262743,Morioka,Tohoku,15278.89,Honshu
Iwate,1948.5833,1294203,Morioka,Tohoku,15278.89,Honshu
Iwate,1950.75,1346728,Morioka,Tohoku,15278.89,Honshu
Iwate,1955.75,1427097,Morioka,Tohoku,15278.89,Honshu
Iwate,1960.75,1448517,Morioka,Tohoku,15278.89,Honshu
Iwate,1965.75,1411118,Morioka,Tohoku,15278.89,Honshu
Iwate,1970.75,1371383,Morioka,Tohoku,15278.89,Honshu
Iwate,1975.75,1385563,Morioka,Tohoku,15278.89,Honshu
Iwate,1980.75,1421927,Morioka,Tohoku,15278.89,Honshu
Iwate,1985.75,1433611,Morioka,Tohoku,15278.89,Honshu
Iwate,1990.75,1416928,Morioka,Tohoku,15278.89,Honshu
Iwate,1995.75,1419505,Morioka,Tohoku,15278.89,Honshu
Iwate,2000.75,1416180,Morioka,Tohoku,15278.89,Honshu
Iwate,2005.75,1385041,Morioka,Tohoku,15278.89,Honshu
Iwate,2010.75,1330147,Morioka,Tohoku,15278.89,Honshu
Iwate,2015.75,1279814,Morioka,Tohoku,15278.89,Honshu
Kagawa,1872.1667,559712,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1873,564351,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1874,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1875,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1876,591584,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1877,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1878,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1879,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1880,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1881,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1882,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1883,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1884,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1885,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1886,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1886.9167,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1887.9167,NA,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1888.9167,660484,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1889.9167,668548,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1890.9167,672557,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1891.9167,673004,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1892.9167,675940,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1893.9167,675237,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1894.9167,671638,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1895.9167,674600,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1896.9167,673378,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1897.9167,676681,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1898.9167,694280,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1903.9167,711603,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1908.9167,729563,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1913.9167,759556,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1918.9167,714374,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1920.75,677852,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1925.75,700308,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1930.75,732816,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1935.75,748656,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1940.75,730394,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1944.25,713134,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1945.8333,863700,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1946.3333,872312,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1947.75,917673,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1948.5833,934123,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1950.75,946022,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1955.75,943823,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1960.75,918867,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1965.75,900845,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1970.75,907897,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1975.75,961292,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1980.75,999864,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1985.75,1022569,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1990.75,1023412,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,1995.75,1027006,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,2000.75,1022890,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,2005.75,1012400,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,2010.75,995842,Takamatsu,Shikoku,1876.55,Shikoku
Kagawa,2015.75,976756,Takamatsu,Shikoku,1876.55,Shikoku
Kagoshima,1872.1667,670864,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1873,806902,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1874,812327,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1875,813692,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1876,820654,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1877,1218383,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1878,1219942,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1879,1261909,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1880,1270463,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1881,1279631,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1882,1290281,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1883,1291586,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1884,935094,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1885,933196,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1886,941063,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1886.9167,943088,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1887.9167,962219,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1888.9167,985271,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1889.9167,998153,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1890.9167,1005816,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1891.9167,1014560,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1892.9167,1024598,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1893.9167,1036863,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1894.9167,1042962,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1895.9167,1058171,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1896.9167,1069752,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1897.9167,1083745,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1898.9167,1104220,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1903.9167,1184143,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1908.9167,1275465,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1913.9167,1397387,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1918.9167,1462497,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1920.75,1415582,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1925.75,1472193,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1930.75,1556690,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1935.75,1591466,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1940.75,1589467,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1944.25,1594009,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1945.8333,1538466,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1946.3333,1629760,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1947.75,1746305,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1948.5833,1766514,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1950.75,1804118,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1955.75,2044112,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1960.75,1963104,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1965.75,1853541,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1970.75,1729150,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1975.75,1723902,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1980.75,1784623,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1985.75,1819270,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1990.75,1797824,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,1995.75,1794224,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,2000.75,1786194,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,2005.75,1753179,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,2010.75,1706242,Kagoshima,Kyushu,9188.82,Kyushu
Kagoshima,2015.75,1648752,Kagoshima,Kyushu,9188.82,Kyushu
Kanagawa,1872.1667,595812,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1873,582733,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1874,606909,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1875,612558,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1876,602441,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1877,707272,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1878,715258,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1879,754610,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1880,757462,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1881,772903,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1882,790735,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1883,800925,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1884,831151,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1885,848682,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1886,865976,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1886.9167,896948,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1887.9167,923178,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1888.9167,947766,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1889.9167,960069,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1890.9167,979756,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1891.9167,992047,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1892.9167,1015481,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1893.9167,799862,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1894.9167,811986,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1895.9167,834624,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1896.9167,852283,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1897.9167,870256,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1898.9167,926884,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1903.9167,1051433,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1908.9167,1178098,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1913.9167,1228254,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1918.9167,1323026,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1920.75,1323390,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1925.75,1416792,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1930.75,1619606,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1935.75,1840005,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1940.75,2188974,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1944.25,2474354,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1945.8333,1865667,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1946.3333,2019943,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1947.75,2218120,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1948.5833,2317551,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1950.75,2487665,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1955.75,2919497,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1960.75,3443176,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1965.75,4430743,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1970.75,5472247,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1975.75,6397748,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1980.75,6924348,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1985.75,7431974,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1990.75,7980391,Yokohama,Kanto,2415.86,Honshu
Kanagawa,1995.75,8245900,Yokohama,Kanto,2415.86,Honshu
Kanagawa,2000.75,8489974,Yokohama,Kanto,2415.86,Honshu
Kanagawa,2005.75,8791597,Yokohama,Kanto,2415.86,Honshu
Kanagawa,2010.75,9048331,Yokohama,Kanto,2415.86,Honshu
Kanagawa,2015.75,9127323,Yokohama,Kanto,2415.86,Honshu
Kochi,1872.1667,524511,Kochi,Shikoku,7105.16,Shikoku
Kochi,1873,526285,Kochi,Shikoku,7105.16,Shikoku
